City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
111,Upernavik,GL,2022-11-17 14:18:59,72.7868,-56.1549,9.63,84,100,11.32
112,Rockport,US,2022-11-17 14:18:59,28.0206,-97.0544,53.62,72,100,10.36
113,Aswan,EG,2022-11-17 14:18:59,24.0934,32.907,76.57,24,100,11.3
114,Marrakesh,MA,2022-11-17 14:19:00,31.6315,-8.0083,78.87,22,0,5.75
115,Touros,BR,2022-11-17 14:19:00,-5.1989,-35.4608,86.4,54,6,16.08
116,Hambantota,LK,2022-11-17 14:19:00,6.1241,81.1185,79.52,77,100,8.59
117,Matagami,CA,2022-11-17 14:17:35,49.7502,-77.6328,15.91,92,100,9.22
118,Tiksi,RU,2022-11-17 14:19:01,71.6872,128.8694,-14.82,99,100,5.28
119,Mandan,US,2022-11-17 14:18:40,46.8267,-100.8896,14.36,80,100,23.02
120,Tuktoyaktuk,CA,2022-11-17 14:19:01,69.4541,-133.0374,19.4,79,0,14.97
121,Rossland,CA,2022-11-17 14:14:37,49.0831,-117.8022,21.9,82,100,2.91
122,Nuqui,CO,2022-11-17 14:19:01,5.7125,-77.2708,76.68,93,100,2.66
123,Egvekinot,RU,2022-11-17 14:19:02,66.3167,-179.1667,28.58,99,100,3.53
124,Zhigansk,RU,2022-11-17 14:19:02,66.7697,123.3711,-8.73,97,100,14.63
125,Segezha,RU,2022-11-17 14:19:02,63.7415,34.3222,28.04,83,29,2.98
126,Ures,MX,2022-11-17 14:19:03,29.4333,-110.4,54.3,40,0,8.63
127,Kahului,US,2022-11-17 14:18:52,20.8947,-156.47,75.85,82,0,5.75
128,Levski,BG,2022-11-17 14:19:03,43.3667,25.1333,61.63,54,34,10.83
129,Bethel,US,2022-11-17 14:19:03,41.3712,-73.414,40.55,67,0,10.36
130,Bathsheba,BB,2022-11-17 14:19:04,13.2167,-59.5167,86.61,66,20,19.57
131,Bosaso,SO,2022-11-17 14:19:04,11.2842,49.1816,79.57,64,3,10.4
132,Tecoanapa,MX,2022-11-17 14:19:04,16.5167,-98.75,76.98,78,100,2.95
133,Butaritari,KI,2022-11-17 14:19:05,3.0707,172.7902,81.12,75,100,16.24
134,Kambove,CD,2022-11-17 14:19:05,-10.8764,26.5969,73.62,71,37,2.93
135,Parintins,BR,2022-11-17 14:19:05,-2.6283,-56.7358,96.64,32,93,3.74
136,Fortuna,US,2022-11-17 14:14:45,40.5982,-124.1573,36.52,100,0,5.75
137,Mbuji-Mayi,CD,2022-11-17 14:20:06,-6.15,23.6,81.52,61,58,1.59
138,Moerai,PF,2022-11-17 14:20:06,-22.4333,-151.3333,70.52,71,23,10.45
