City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
180,Swindon,GB,2022-11-20 12:35:30,51.558,-1.7812,51.44,82,0,12.66
181,Yellowknife,CA,2022-11-20 12:39:16,62.456,-114.3525,23.56,93,100,10.0
182,Nelson Bay,AU,2022-11-20 12:32:36,-32.7167,152.15,69.01,44,74,10.0
183,Ilhabela,BR,2022-11-20 12:39:17,-23.7781,-45.3581,76.33,68,0,6.22
184,Traverse City,US,2022-11-20 12:39:17,44.7631,-85.6206,21.4,71,100,18.41
185,Shahreza,IR,2022-11-20 12:39:18,32.0339,51.8794,54.73,37,3,7.56
186,Urdoma,RU,2022-11-20 12:39:18,61.7533,48.5442,15.1,95,91,4.36
187,Bilibino,RU,2022-11-20 12:31:07,68.0546,166.4372,-19.55,100,100,1.61
188,Hamilton,US,2022-11-20 12:33:43,39.1834,-84.5333,20.73,64,0,10.36
189,Hagerstown,US,2022-11-20 12:37:30,39.6418,-77.72,28.47,46,0,13.8
190,Shimoda,JP,2022-11-20 12:39:20,34.6667,138.95,55.11,92,99,16.37
191,Mercedes,AR,2022-11-20 12:39:20,-34.6515,-59.4307,78.04,50,100,13.98
192,Saskylakh,RU,2022-11-20 12:39:21,71.9167,114.0833,-26.12,100,97,1.23
193,Yumen,CN,2022-11-20 12:39:22,40.2833,97.2,36.52,28,100,6.98
194,Souillac,MU,2022-11-20 12:32:23,-20.5167,57.5167,79.18,65,75,10.36
195,Santa Rosalia,MX,2022-11-20 12:39:22,27.3167,-112.2833,56.12,66,5,5.53
196,Manacapuru,BR,2022-11-20 12:39:22,-3.2997,-60.6206,88.3,49,56,3.98
197,Astorga,BR,2022-11-20 12:39:23,-23.2325,-51.6656,75.43,56,0,13.27
198,Bratsk,RU,2022-11-20 12:39:23,56.1325,101.6142,16.29,90,100,9.95
199,Areosa,PT,2022-11-20 12:39:24,41.7178,-8.8571,62.02,90,94,7.78
200,Carahue,CL,2022-11-20 12:39:24,-38.7,-73.1667,53.28,49,0,5.91
201,San Patricio,US,2022-11-20 12:39:24,28.017,-97.5169,45.84,74,100,10.98
202,Gat,IL,2022-11-20 12:29:49,31.61,34.7642,81.28,32,4,13.15
203,Kruisfontein,ZA,2022-11-20 12:31:00,-34.0033,24.7314,72.88,40,43,12.26
